id,document,label,label2
8348,다음곡으로 넘어는 가는데 소리가 나지 안네요,0,0
8349,듣고 있던 노래에서 다른 노래로 바꿀 때 버퍼링이 너무 심하네요,0,0
8350,한 두번도 아니고 와이파이 개빵빵한데도 그러네요,0,0
8351,진짜 불편함 다 좋은데,0,0
8352,에서 아이 워치를 이용해 가지고 지니 뮤직을 사용하고 있는데 화면이 꺼지면 노래가 끊어지는데 이거 사용하라는 것인지 말라는 것인지 개발자는 도대체 어떤 생각으로 앱을 만든건지 궁금하다,0,0
8353,이용권을 앱내에서 구매했는데 이용권이 없다고 나와서 한번 더 결제를 해서 이용권을 두개나 구매하게 되었는데 이용권이 없다고만 나옵니다아이폰이라서 메일로 구매내역 캡쳐해서 보냈는데 확인해주세요,0,0
8354,스트리밍하면서 거의 모든곡이 다 지연되고 저번아침에는 아예 접속도 안되더니 오늘 또 이러네요 멜론으로 갈아탑니다 더이상 스트레스 안받으려구요,0,0
8355,다운 받아도 파일 변환안되고맨 아래있는 파일 삭제하려고 편집 누르면맨 위에서부터 내려야하고유사곡도 한 곡밖에 못 듣고지니어스로 노래찾으면 추가 버튼이 없어서 재생으로 들어야함 ㅠㅠ,0,0
8356,음악 재생중 카메라를 켜거나 전화가 오거나 다른 오디오 사용으로 음악이 중단되었다가 통화가 끝나면 다시 음악 재생이 되어야 하는데 안됩니다 어플 자체를 껏다 켜야만 재생이 됩니다,0,0
8357,불편한 사람이 저 뿐일까요 특히 운전중 블루투스로 연결해서 가장 많이 듣는데 정말 불편해요,0,0
8358,아니 어제까지만 해도 잘 되던 지니가 왜 갑자기 실행이 안 되나요 데이터를 껐다 켜봐도 똑같구요,0,0
8359,핸드폰도 마찬가지로 껐다 켰는데 안 되네요,0,0
8360,다른 건 잘만 되는데 지니만 안 되네요,0,0
8361,분 넘게 씨름 중입니다,0,0
8362,나름 출근할 때 지니로 노래 들으면서 기분 좋게 가는데 아침부터 기분이 너무 안 좋네요 ㅠ,0,0
8363,음원 스트리밍 서비스라고 하기엔 민망할만큼 네트워크 오류 자주 뜸 지금도 와이파이 풀인데도 네트워크 원할하지 않다고함,0,0
8364,통신사에서 개월 무료제공이라 쓰지만 굳이 유료로 사용하실 분들은 메인 서비스 사용하시기를 권장함,0,0
8365,대체 왜이러는걸까요데이터는 무제한 사용중이고 혹시나해서 다른 어플 들어가보면 그건 잘 되는데 지니만 네트워크 연결이 안된다,0,0
8366,네요다시 껐다가 켜도 그대로라 너무 화가나요ㅠㅠㅠㅠㅠㅜㅜ어플이 문제인걸까요,0,0
8367,도대체 스트리밍 앱이 이렇게 끊기는이유가 뭔가요 곡 넘길 때 로딩 초 이상 걸리는 적이 정도는 되는 듯 합니다,0,0
8368,상관이 있을지 없을 지 모르겠지만 통신사도 사용중입니다,0,0
8369,제발 이런 기본적인부분 좀 고쳐주세요,0,0
8370,업뎃하고 나서 곡정보 누르고 나서 차트정보 보는것도 힘들고 그전에 관련 추천곡 뜨던것도 바뀌고 지니인지 뭔지 그것도 별로고 그냥 업뎃 전이 나은거 같아요,0,0
8371,업뎃하고 더 촌스러워 졌다요,0,0
8372,끊김,0,0
8373,현상이 심해요ㅠㅠ,0,0
8374,데이터도 원활하게 공급되는데 원인모를 끊김이 자주 발생하네요 개선해주세요,0,0
8375,업데이트 되어있는데도요 업뎃 안하더라도 다시보지않기 클릭후 안뜨게 하는게 좋지않을까요 들어갈때마다 뜨니 여간 거슬리지 않습니다,0,0
8376,애플워치에서 플레이리스트 보기 메뉴 좀 만들어주세요,0,0
8377,음악 듣다가 한참 앞이나 뒤의 리스트 가려면 다시 폰을 잡아야 하는데 워치가 의미가 없잖아요,0,0
8378,그리고 어플에서 어떤 화면에서도 홈화면으로 바로가는 링크 좀 만들어 주시고요,0,0
8379,지니 정말 잘 쓰고있어요,0,0
8380,이 되면서 언제부턴가 지니 홈화면이나 제어센터에서 지니 곡 목록이 안바뀌네요,0,0
8381,최근 들어 갑자기 다른 어플 작동 중에 노래가 끊기거나 넘어가는 현상이 발생합니다,0,0
8382,빨리 고쳐주세요,0,0
8383,진짜 원하는 기능 다 생겼네욬ㅋㅋㅋ좋아요 간만에 업뎃하고 마음에 들어요,0,0
8384,아이패드용 없어서 이번달까지만 쓰고 그만쓰려고 했는대타이밍 좋네요 지니계속 씁니다,0,0
8385,일전 자동업데이트 되고나서부터인거같은데 아이콘이 이상하네용 기본 모양이아니고 배경지인거같아여 수정해주세여,0,0
8386,왜 같은아이디에 같은폴더에 동기화가 안되나요 수정해주세요,0,0
8387,너무 잘사용하고있습니다,0,0
8388,감사합니당화이팅,0,0
8389,지니넘좋아ㅠㅠㅠ노래듣는그 재생플레이어 넘 이뿌구ㅠㅠㅠ이름도귀엽구 ㅠㅠ지니 다해 지니하고싶은거다해 굿굿,0,0
8390,지니뮤직 쓰고 있는데 너무 좋고 지금 거의 년째 쓰고 있습니다,0,0
8391,너무 좋아요,0,0
8392,진짜 ㅠㅠ,0,0
8393,이번 업데이트 이후로 노래 선택하면 화면이 잠깐 안움직이고 어쩔 때는 그러다가 그냥 튕기기도 해요,0,0
8394,같이 실행하고 있는 어플이 너무 많나 했는데 지니만 실행시켜도 그러네요,0,0
8395,되게 단순한 작업인데 왜 튕기나요,0,0
8396,미디어캐시파일이 비정상적이라며 자꾸 끊깁니다,0,0
8397,너무 불편해요,0,0
8398,기종은 아이폰 플러스입니다,0,0
8399,이전버전처럼 사용자가 메인 구성을 할 수 있게든 해서 항상 들어가는 뮤직허그를 앱 시작하자마자 볼 수 있게 해주세요,0,0
8400,지금은 깔끔해보이기만하지 뮤직허그 이용 하는 사람으로써는 너무 불편하네요,0,0
8401,지니 다 좋은데 몇몇 플레이리스트 들어가면 노래가 몇개까지밖에 안뜨고 끝에 건 아예 안 올라와요 이거 빨리 고쳐주세요,0,0
8402,그냥 노래듣고잇는데 계속 그러네요,0,0
8403,이런적 없는데 마스크 벗고 다시 어플들어가서 키면 또 처음부터 들어야하고,0,0
8404,지니팩 쓰는데 앱이 너무 느려요,0,0
8405,노래 틀면 자꾸 버퍼링 걸리고 노래도 바로바로 안 나와요 고질병인가요 ㅠㅠ 제발 해결해주세요,0,0
8406,인터페이스도 너무 불편하고 느리네요,0,0
8407,지니 앱 다른건 다 만족하는데 구간반복 설정하고 다른 앱 가면 구간반복 자꾸 해제되는거 좀 고쳐주세요,0,0
8408,전에 고쳤다고 하더니 아직도 튕기는 건 뭐죠 다른 때는 괜찮은데 특히 아침에 튕깁니다 출근하는 내내 분 동안 튕길 때마다 클릭해도 여전히 구동이 안 되네요,0,0
8409,제가 출근하면서 언제까지 이짓거리 하고 있어야 합니까,0,0
8410,아니 패이스북만 들어가면 노래가 멈춰요동영상 자동재생 설정해 놓은 것도 아니고그냥 글 읽고 댓글 보는데도 꺼지네요한 두번 그러면 말도 안해ㅋㅋ승질나 뒤져버리겠네,0,0
8411,진짜,0,0
8412,제가 일짜리 이용권을 구매했는데요,0,0
8413,노래가 계속 분밖에 안틀어지고 이용권이 구매된거라고 안되길래 다시 구매를 하려했더니 또 구매했던거라고 무료로 복원된대요 이용권 빨리 안들어오나요,0,0
8414,어플은 잘 쓰고 있는데 통합검색에 들어가면 노래에 대해서는 안나오고 플레이리스트 관련한거밖에 나오질 않네요,0,0
8415,데이터도 잘 터지고 잘 듣다가 갑자기 꺼지길래 다시 로그인할라했더니 로그인도 안되고 껐다 켜도 안되고 삭제했다 깔아도 로그인 안되면 어떡하라는거죠,0,0
8416,이거 종종 이러던데 계속 이러면 다른데로 갈아타야겠네요,0,0
8417,플레이리스트에 있는 노래를 차트에서 재생버튼 누르면 그 곡이 새로운곡 추가한 것처럼 플레이리스트 맨 위에 저장되어서 정해놓은 플레이리스트 순서 뒤죽박죽 너무화나요 몇년을 이렇게 안썼는데 왜 쓸데없는 걸 바꾸는거에요ㅜㅜ,0,0
8418,네트워크 지연 그오류가 계속 발생되면서 어플지웠다,0,0
8419,다시깔려니까 안깔리고ㅋㅋ 겨우겨우 까니깐 로그인 죄다실패ㅋㅋ 키보드판은 다 물음표로 표시ㅋㅋ 참내 쓰지말라는건가품질관리가 개판이네요,0,0
8420,네트워크오류는 지금 몇일째 그대로일을안하시나,0,0
8421,아니ㅋㅋㅋㅋ 한번씩렉걸리면 핸드폰 재부팅하라는게 말인가요ㅋㅋㅋㅋㅋㅋㅋㅋ 멜론이나 페북 카톡은 다들어가지는데 왜 지니만 안들어가질까요그리고 지니설정드가라 하셨는데 지니실행자체가안되는데 어떻게 설정해요 ㅠㅠ,0,0
8422,정말얼탱이없어요,0,0
8423,아이폰도 모닝콜 알람 가능하게 해주세요ㅜㅜ,0,0
8424,갤럭시 쓸 때는 가능했는데 아이폰은 왜 안되는거죠,0,0
8425,흑 기본 알람 말고 다른걸로 일어나고 싶어요,0,0
8426,지니 벌써 수년째 이용중인데 로 들으려면 별도의 이용권을 구매해야한다고 슬그머니 바꿔주셨네요,0,0
8427,안그래도 유튜브프리미엄 때문에 잘 이용하지도 않았지만 그동안 있던 정도 떨어집니다 수고하세요,0,0
8428,다 좋은데 노래 몇 곡만 연속으로 넘기면 로딩이 생기네요 전엔 안그랬는데 처음엔 데이터 문제인 줄 알고 그러려니했는데 와이파이 환경에서도 그래요,0,0
8429,노래가 계속 끊기고 자동으로 바뀌고 지니를 실행하지 않아도 저절로 노래가 틀려요 돈 주고 사용하는데 불쾌함을 느끼게 되네요,0,0
8430,저만 그런지 잘 모르겠지만 확인해 주셨으면 좋겠어요,0,0
8431,일했네요,0,0
8432,참나 한두번도아니고 노래왜안틀어짐로그아웃도 지맘대로되고 데이터무제한이고 와이파이도 아주잘돌아가는데 아이폰이고 왜이런거죠,0,0
8433,지금노래분째안나옴 재생안됨,0,0
8434,다 좋아요,0,0
8435,혹시 플로팅 가사 띄워주는거 없나요 ㅠㅠ,0,0
8436,옛날에 지니랩에 있었다는데 지금은 없는건가요 그 기능 정말 좋은 것 같은데요,0,0
8437,불투명도를 개인이 조절할 수 있으면 더 좋을 것 같아요,0,0
8438,설치한 모든 어플중에 리뷰를 다는것도 처음인데 정말 너무 엉망이어서 다는것도 처음입니다,0,0
8439,웬간해서는 쓰겟는데 그 정도 수준도 안될정도의 어플입니다,0,0
8440,재생이 안되고 다른노래로 넘어가지도않고 나의 인내심을 시험하려 만든 어플입니다,0,0
8441,수십번째 시도를 해도 노래 재생이 안되는 어플입니다,0,0
8442,데이터 잘 되고 다른 어플들은 잘 되는데 지니켜서 음악들을려고하면 재생은 된다고 나오는데 소리는 안들리고 자꾸 렉걸려서 멈춰고 해결안되나요 한두번도 아니고 계속 그러니까 짜증나네요 타 어플 쓸때는 한번도 이런적 없었는데 안고쳐지면 이제 못쓰겠어요,0,0
8443,제가 아이디를 만들고 한 달 즈음 노래 듣다가 로그아웃이 되어서 다시 아이디 비밀번호를 치고 들어가려고 했는데 계속 사용할 수 없는 비밀번호 아이디라고 떠요 저는 바꾸지 않았는데 ㅠㅠ,0,0
8444,진짜 왜이래요 네트워크 상태 좋은데 왜 안돼죠 어이가 없어서 말도 안나오네요 멜론보다 조금 더 싸고 좋아보여서 지니썼는데 그냥 멜론으로 갈아탈게요 지니덕에 일남았는데 멜론가서 만이천원 더 쓰네요 ㅎㅎ,0,0
8445,고맙습니다,0,0
8446,번창하세요 ㅋ,0,0
8447,네트워크가 원활하지 않다는 안내 배너를 대체 언제까지 봐야합니다,0,0
8448,돈은 돈대로 지불하는데 듣고 싶은시간에 듣지도 못하고 이렇게 불편함을 느끼게 하는건지 출퇴근시간에 접속량이 많아졌다는 말말고 해결책을 세워주시길,0,0
8449,네트워크 상태가 원활하지 않아서 재요청 중입니다,0,0
8450,하루 종일 요청만 하시나요,0,0
8451,대체 노래는 언제 나오죠 지니 빼고 다른 모든 어플은 잘만 돌아가네요 네트워크 상태가 원활하지 않아 자동 로그인이 취소되었습니다,0,0
8452,로그인이 취소됐다길래 로그인했더니 뭐 하나 뜨는 것도 없이 그냥 로그인 안 됨,0,0
8453,누구 놀립니까,0,0
8454,지니 앱 실행해서 노래 트는데 로딩이 왜이렇게 긴거죠,0,0
8455,노래 하나 듣는데 분 걸려요,0,0
8456,그리고 갑자기 재생 안되고 너무 느린데 앱에서는 네트워크 활성화가안된다고 뜨는데 제 폰에서는 지니만 실행이 안되네요,0,0
8457,다른 앱들은 네트워크 데이터 아무런문제가 없는데,0,0
8458,사실상 지니스포츠보다 다른 스포츠앱을 더 많이 사용하는데 차라리 플레이리스트를 볼 수 있게 바꿔주시는게 더 효율성이 높지 않을까 싶네요,0,0
8459,아이폰 쓰고있습니다,0,0
8460,한 달 전부터 앱을 켜두고 있다,0,0
8461,다른 작업을 하고 다시 앱을 키면 재생버튼을 눌러도 재생이 되지 않고 렉도 심하게 걸리는 현상이 자주 발생합니다,0,0
8462,이럴 때 마다 재부팅을 해야하는 것이 너무 귀찮고 짜증납니다 빠른 처리 부탁드립니다,0,0
8463,원래 잠 잘 때 노래 들으면서 자는데 어제까진 잘 되다가 오늘 갑자기 네트워크 연결 하라고 하네요 ㅠㅠ,0,0
8464,와이파이랑 데이터 둘다 안되네여,0,0
8465,아니 하 운전하면서 노래듣고 가야되는데 몇시간전부터 네트워크 연결 안된다고 뜨잔ㄹ아요,0,0
8466,도대체 이게 몇번째에요 돈 내고 쓰는건데 이따구로 하면 어쩌자는거임,0,0
8467,차량 카플레이 실행시 계기판에 앨범 커버아트가 출력이 안됩니다,0,0
8468,인포테인먼트 화면에서 지니 실행 중에만 계기판에 커버아트가 출력이 되네요 빠른 수정 부탁드립니다,0,0
8469,멜론쓰다가 기기 바꾸면서 지니로 갈아탔는데줄이지도 않았는데 음량이 저절로 줄어서 소리 최소화가 자동으로 되네요 ㅋㅋㅋ,0,0
8470,이런 오류 고쳐야 하지 않을까요,0,0
8471,핸드폰은 갤럭시를 사용하고 있습니다,0,0
8472,핸드폰과는 다르게 야간모드 나 어두운 테마가 적용이 안되네요 어두운테마가 적용부탁드립니다,0,0
8473,다 좋은데 가끔 오류떠요 늦게 열리고 로그인 안되는것도 그렇고 고쳐주세요ㅠㅠ,0,0
8474,아니 다른 어플은 다 되는데 왜 지니만 안돼나요 ㅡㅡ짜증나 죽겠습니다,0,0
8475,노래를 듣고싶은데 노래를 못들어요 ㅡㅡ,0,0
8476,다시 깔아도 보고 폰을 껏다 켜보기도 하고 아 진짜 답답하네요,0,0
8477,뭡니까 이게,0,0
8478,선택곡 재생하는 것도 너무 좋고 다양한 행사도 많아서 흥미로워요 너무너무 좋아,0,0
8479,계속 업데이트하면서 편해져요,0,0
8480,별하나도 아깝고 마이너스 있으면 그거 주고싶어요,0,0
8481,이렇게 오류많이뜨는 앱 처음보는것 같아요 지 멋대로 꺼지고 몇일잔부턴 새로운 노래 틀때마다 오류나네요,0,0
8482,앱 좀 똑바로 만들어라 오류 삭제 버그 삭제 했다고만 하지 말고 업뎃하니까 더 팅기냐 지니만큼 서비스 안 좋은 노래 어플 없다,0,0
8483,근데 왜 쓰냐고 공짜니까 쓴다,0,0
8484,진짜 어플 상태 서비스 상태 참 좋다,0,0
8485,이따구로 관리 할 거면 그냥 공짜 돈 받지 말고 공짜로 만들어라,0,0
8486,아 진짜 앨범별 수록곡 편집때 맨위로 이것좀 만들어주세요,0,0
8487,하나 하나 언제 올리고있어요,0,0
8488,진짜 깜짝 놀랬어요,0,0
8489,업데이트 이따구로해서 ㅠㅠ,0,0
8490,안테나 네개인데 접속 오류 라네재설치해도 마찬가지특별히 한것도 없이 스트리밍 재생 중에 끊겼는데 뭐라고 하려나 설마 무슨 설정 같은 이야기 하진 않겠지주머니에 넣고 음악듣다가 끊겼는데,0,0
8491,아이폰에서 지니앱을 통해 이용권 구매를 했습니다,0,0
8492,첫 결제에서 정상 결제 됐음에도 불구하고이용권 조회가 되질않아 다시 결제한 상황입니다,0,0
8493,첫 결제 건 취소 부탁드립니다,0,0
8494,업데이트하면서 다크모드 사라진건가요 돌려주세요ㅠㅠ,0,0
8495,으헝 부탁드려유,0,0
8496,때 쓰던 애정으로 지니 쭉 그냥 돈 다내고 이용 중인데 갑자기 이용권 구매해도 내정보에 없어요,0,0
8497,출금 원 연락도 왔는데 뭐죠,0,0
8498,이용권 해지도 안 했고 로그인도 돼 있는데 왜 분 듣기만 되나여 ㅠㅠㅠㅠ 제 천 백 원 돌려 주세여 ㅠ ㅠ ㅠㅠ ㅠ ㅠ ㅠ ㅠㅠ,0,0
8499,플레이리스트에 담긴 노래 검색할 수 있게 플레이리스트 검색하기 만들어주셨으면 좋겠어요,0,0
8500,증말 짜증난다 음악이 잘 나오다가 분만 나오고 유료이용자인데 이용권이 없다하고 플레이리스트는 다 어디로 간건지 휴일밤이라 전화 연결도 안되고 이용료 받고 소비자 우롱하는건가,0,0
8501,어떻게 해야 되는 거예요,0,0
8502,플레이리스트 자체가 아예 도 없고 단 한 곡도 안 넘어왔는데 어떻게 해야되나요,0,0
8503,아니 이걸 내가 해야되는 것도 짜증나네요 곡이 넘게 있었는데 아니고 저장해둔 플레이리스트도 아예 없어요ㅡㅡ,0,0
8504,노래 넘길레 한번에 넘기는거 설정 바꿀수잇나요조용해지면서 천천히 넘어가니까 답답하네요,0,0
8505,그리고 노래 틀자마자 바로 중간으로 넘길려고 하니까 다운기다리고 넘겨야하네요ㅠㅠ,0,0
8506,수정부탁드릴께요,0,0
8507,음악이 재생됬다가 중간에 멈춰요,0,0
8508,왜그런가요 앱을 지웠다,0,0
8509,다시깔아도 똑같네요,0,0
8510,일전에 문의 했는데 아직까지 답도없고 접수만 오지게 시키고 있음,0,0
8511,아직까지 접수중이라고 뜨고 돈은 나갔는데 음악은 분듣기만 가능함 원 돌려주세요,0,0
8512,이지랄 할까면 멜론으로 갈아타게,0,0
8513,다음 노래 바뀔 때 이전 노래 화면 나오고 재생중인 구간도 제대로 안 떠요,0,0
8514,오늘부로 오만정 다떨어져 나갑니다 ㅎ,0,0
8515,제 돈주고 기분 더러워졌네요,0,0
8516,좋은 경험 감사합니다,0,0
8517,앞으로는 사기치지말고 제대로 일해주세요,0,0
8518,억울한일 생기지않게 죄송하게도 여기에 글 남깁니다,0,0
8519,데이터 허용해놨는데도 한달에 두세번씩 계속 렉 걸리고 안됌 삭제하고 다시 깔아보기도 하고 이 앱 말고 나머지는 전부 꺼놓은 상태인데도 안됌,0,0
8520,계속 뭐좀 들으려고하면 위처럼 뜨면서 노래가 재생되지 않습니다,0,0
8521,암걸릴거 같네요,0,0
8522,노래가 잘나오다가 가끔 다음곡 넘어갈때 안나옵니다 재생누르면 바로 정지되고 안나오다가 시간좀 지나면 갑자기 재생되고 전에는 안그랬는데 업데이트 이후 계속 그러네요,0,0
8523,재생목록 플레이리스트 지금 곡으로 제한되어있는데 좀만 더 늘려주세요,0,0
8524,업데이트 이후에 재생하려고 하면 랙이 심하게 걸리고 재생이 안됩니다 어플삭제 후 다시 설치해도 같은 증상입니다,0,0
8525,정기권 매달 구입해서 사용하는 어플인데 제대로 된 관리 부탁드리고 빠른 시일 안에 해결해주시기 바랍니다,0,0
8526,지니로 노래 잘 듣고 있습니다,0,0
8527,근데 노래 틀고 화면을 끄고 가끔 노래가 갑자기 멈추고 음성 명령이 켜집니다음성 명령은 현재 꺼진 상태입니다,0,0
8528,몇년 째 지니만 쓰는데 몇달 전부터스트리밍 오류가 너무 많이 나요,0,0
8529,ㅠㅠㅠ앱스토어 리뷰같은 거 한 번도 써본 적 없는데 너무 불편해서 써봅니다 ㅠㅠ왜이러는 건가요 다른 뮤직앱으로 바꿀까도 생각중이에요,0,0
8530,돈내고 듣는 어플인데 진짜 아침에 켤때마다 다른 어플들은 다 문제없는데 지니는 노래 재생이안되요 렉만걸리고휴대폰을 한번 껏다 켜야 노래를 들을수잇다니 이벤트 끝나면 진ㅋ자 갈아타려구요 못쓰겟네요,0,0
8531,결재 달달이 해가며 대운받아놓은 들 업뎃후 하나같이 분듣기러 넘어감,0,0
8532,거기다 음악 정ㅈㅣ 시작 바튼도 안눌러지고 이이폰바꾼지도알마안되었구 지니 개쓰레기 댕잘 결재 자동이체 취소하라,0,0
8533,매번 안되는게 뭐가 이렇게 많은지 네트워크로 안되서 끄고키고 반복에 삭제후 재설치를 해도 안되고 버퍼링은 기본이고 노래를 듣다가도 꺼지네요 무슨일인가요 아침부터 매번 스트레스,0,0
8534,이번 나 디자인 너무 취저에요 ㅠㅠㅠ진짜 젤 이쁘고 맘에드네요 ㅜㅜㅜㅜㅠㅠ,0,0
8535,항상 수고하십니다,0,0
8536,검색창이 위쪽 엠자 탈모에 가려진 부분과 겹치네요업뎃 해주세요,0,0
8537,상단 하단 부가 확대 지원 되긴하는데 아이콘들이 걸쳐져 있어서 잘 안눌릴때가 있네요,0,0
8538,업데이트로 쓸데없는 기능 늘리는거네 전념하지 말고 렉부터 개선 하세요,0,0
8539,제발 어플 이런식으로 만들면 누가씁니까멜론쓰지 참고로전 아이폰입니다,0,0
8540,멜론은 잘만되요 제발 이거 보면 고치세요,0,0
8541,돈벌고 싶으면요,0,0
8542,업그레이드 후에 앱 업그레이드는 안하시나요,0,0
8543,음악이 너무 중간에 자꾸 끊기고 튕겨서 이 어플을 계속 써야하는지 고민될 정도 입니다,0,0
8544,끊김없이 음악 좀 듣게 해주세요,0,0
8545,아이폰 버전업데이트후에 가사노출기능이 안되는데 고쳐주실수없나요 ㅠㅠ,0,0
8546,그기능좋았었는데ㅜ,0,0
8547,오프라인 무제한 다운로드 후 비행기 모드에서도 재생 잘됐었는데 갑자기 재생이 안되고 자동로그인도 안됩니다,0,0
8548,오프라인으로 들으려고 다운로드 하는거지,0,0
8549,그럼 이기능 왜있는건지 멜론은 잘 되던데요 자동결제 해지 신청 해놨고 다른 어플로 갈아타려구요,0,0
8550,정말 아이패드 앱 지원 안해서 벅스가야 싶었는데드디어 아이패드 앱을 지원해주네요,0,0
8551,정말 이번 업데이트 짱짱맨,0,0
8552,노래 한 두곡 정도 나오다가 갑자기 네트워크 연결이 안된다면서 어플이 켜지지도 않아요,0,0
8553,검색하는게 왜 이렇게 바뀐 걸까요ㅠㅠ 원래 검색하면 관련곡 잘 나왔는데 찾기 어렵게 나오네요 ㅠㅠ,0,0
8554,기존인증이랑 다르다면서 성인 인증이안되는데 짜증나네요 멜론으로 바꿔버리기전에 답변부탁드려요,0,0
8555,노래 음성인식 좀 잘 되면 좋겠어요 ㅠㅠ,0,0
8556,지인이 사용중인 ㅁㄹ은 금방 인식이 엄청 잘 되서 노래 바로바로 찾아내는데 지니는 영 하나도 못 찾아내요,0,0
8557,님이 만드신 노래 추가 부탁드립니다,0,0
8558,연결이 안돼요 빨리 고쳐주세요,0,0
8559,초기화하고 난리쳤는데 지니만 안됩니다,0,0
8560,아아폰프로 유저인데 지니뮤직 자꾸 네트워크 문제있다고 안되는데 다른 영상이나 애플뮤직 다되는데 안되는 이유를 모르겠네요,0,0
8561,멜론으로 갈아타야겠네요,0,0
8562,가사 이외의 영역을 터치하면 창이 내려가는 게 더 편리할 것 같아용 글자가 아니라 옆쪽을 터치해도 가사 이동이 되더라구요,0,0
8563,나머진 만족하며 잘 쓰는중,0,0
8564,지니뮤직 덕분에 매일 아침 점심 저녁 귀호강 해요 ㅜㅜ,0,0
8565,항상 사랑하고 감사합니다,0,0
8566,노래를 새로 추가해서 들으면 원래는 아래에 떴는데왜 지금은 추가 한 곡이 위에 뜨죠,0,0
8567,갑자기 바뀌니까 불편하네요,0,0
8568,다른 뮤직앱은 안 끊겼는데 지니가 유독 노래 듣다가 카카오톡 인스타그램 들어가면 자꾸 끊겨요끊겨서 노래가 안끝났는데 다음으로 넘겨지거나 노래가 꺼져요,0,0
8569,음악 컬러 추천도 재미있구 디자인두 예쁘게 바뀌었네요,0,0
8570,굿굿,0,0
8571,좋아하는 가수 친밀도 이런거 만들어주시면 감사하겠습니다ㅜㅜ,0,0
8572,업데이트 하고나서 오류가 자꾸 생기네요,0,0
8573,부터 사용하는데 이제 바꿔야하나 생각하게 하네요ㅠㅜㅜ,0,0
8574,지니 저장곡 들어가려면 어떻게해야하나요,0,0
8575,혹시 이용권이 사라지면 다운로드되었던 곡들 다시 삭제되나요,0,0
8576,데이터 켜고 노래 들으면 다음 노래로 넘어갈때 네트워크 연결이 어쩌고 하면서 버퍼링이 걸리는데 이거 왜이러는건가요 데이터가 부족한 것도 아니고 다른 어플은 문제없이 사용하는데 너무 불편해요,0,0
8577,그리고 제가 다른 노래 선택할때도 버퍼링 걸리는데 왜이러나요,0,0
8578,몇년째지니사용하고있는유저입니다,0,0
8579,몇개월전 업뎃하고나니 굿나잇기능만있고 굿모닝기능을찾아볼수없는데요,0,0
8580,다시넣어주시길 바라는것과스트리밍 재생곡수 천곡까지좀 늘려주세요ㅠㅠ,0,0
8581,카톡 멜론 유투브 다되는데 지니만 네트워크가 원할 하지 않다,0,0
8582,네요,0,0
8583,여태 멜론쓰다 데이터바꾸면서 지니무료라해서 이제 틀째 써보는데 괜히 무료지원이 아닌가봐요 좀 돈싸도 멜론 쓰는게 무료는 괜히무료가 어니겠죠,0,0
8584,스트레슈,0,0
8585,마이 누를때마다 서버 연결할 수 없다고만 계속 뜨고 느려터졌네요,0,0
8586,괜히 먼저 결제해서 꽁돈만 나갈듯아이패드랑 아이폰 재생목록 연동 좀 시킬랬더니 계에에속 서버와 연결할 수 없다고만 하네,0,0
8587,애플워치 자꾸 재연결이라고 뜨네여ㅜㅜ 애플워치맞게 업데이트좀해주세요ㅜㅜ,0,0
8588,노래가 한곡 나오고 바로 다음곡으로 넘어가서 재생돼야하는데 안되네요 한곡 나오고 끊겨요 잘되다가 갑자기 이래서 당황스럽네요,0,0
8589,이거 한일주일전부터 네트워크 통신상태가 원활하지않다고 로그인도안되는데 삭제햇다 깔아도그러고 빨리해결좀해주세요,0,0
8590,아이폰플러스 케이티입니다,0,0
8591,이용권을 결제하고 폰으로 들으려고 하니까 네트워크 연결이 안 된다고 계속 뜨네요,0,0
8592,어제도 그래서 못 들었는데 오늘도 그러네요 이러면 이용권 결제 한 의미가 없는 거 아닙니까 돈 주고 쓰는 건데 로그인도 안 되고 재생도 안 되면 어쩌자는 거죠,0,0
8593,지니뮤직 듣다가 카메라 사용시 재생이 일시정지 되는 현상이 있네요,0,0
8594,리뷰 찾아보니깐 몇몇분들도 똑같은 상황이네요,0,0
8595,네트워크 연결이 되어 있지 않다는 메시지만 뜰 뿐와이파이 데이터 모조리 껐다 켜보고 어플 지웠다,0,0
8596,재설치해도 폰을 껏다 켜봐도 안되요와,0,0
8597,진짜 다시 평가 올리는데 지니뮤직 고객센터는 문의 사항에 대한 피드백도없네요,0,0
8598,지니를 잘쓰고 있습니다ㅠ,0,0
8599,그런데 저장곡들은 데이터나 와이파이를 끈 상태에서는 못 듣나요,0,0
8600,제가 해외나갈때 듣고싶어서 그러는데ㅠ 와이파이가 되는 곳에서도 듣고싶어서요,0,0
8601,진짜 다 좋은데ㅠㅠㅠ일본노래 검색하면 없는게 너무 많아요,0,0
8602,신곡은 다 오래됐고 차트에 있는 것도 오래됐고 차트는 변하지도 않고ㅠㅠ,0,0
8603,인녕하세요,0,0
8604,수고 많으십니다,0,0
8605,다름이 아니라 화면 밖에서도 노래가사 보이게하는 기능이 생겼으면 해서 이렇게 글을 올려봅니다,0,0
8606,리얼 버벅거리고 기존유지회원들만 기존가격으로 해주고 여행갔다 돌아와보니 이가격에 굳이 지니 이용할 필요없다고 생각멜론개월 매달 원 이벤트가로 듣는데 음원도 지니보다 많고 뭐 하나 지니보다 나음ㅎ 선택은 본인모교,0,0
8607,알람 있었는데 폰바꾸고사라짐굿 나잇 타이머밖에없어요,0,0
8608,그리고 알람들어가기가 왜케어렵게해놨는지 뭐가뭔지찾기되게불편하게해놨네요,0,0
